2024-01-11 16:59:58
Post Name : C-BIO_2

Batch Name : PL-2023-01-30-Act3-1

Date;1TE01 - Temperature;1AE02 - Oxygene dissous;1AE03 - pH;1AE05 - Libre 1;1AE06 - Libre 2;1MT01 - Agitation;1PP23 - Pompe 01PP23;1AE01 - Anti-Mousse;1FV50 - Air;1SC01 - Agitation_MV;1SC01 - Agitation_SP;1SC01 - Agitation_OUT;1TC01 - Temperature_MV;1TC01 - Temperature_SP;1TC01 - Temperature_OUT;1AC03 - Oxygene Dissous_MV;1AC03 - Oxygene Dissous_SP;1AC03 - Oxygene Dissous_OUT;1AC04 - pH_MV;1AC04 - pH_SP;1AC04 - pH_OUT;1AC01 - Anti Mousse_MV;1AC01 - Anti Mousse_SP;1AC01 - Anti Mousse_OUT;1PC23 - Pompe 01PP23_MV;1PC23 - Pompe 01PP23_SP;1PC23 - Pompe 01PP23_OUT;1FC50 - Air_MV;1FC50 - Air_SP;1FC50 - Air_OUT;1AC05 - Libre 1_MV;1AC05 - Libre 1_SP;1AC05 - Libre 1_OUT;1AC06 - Libre 2_MV;1AC06 - Libre 2_SP;1AC06 - Libre 2_OUT;1XC01 - Calcul 1_MV;1XC01 - Calcul 1_SP;1XC01 - Calcul 1_OUT;1XC02 - Calcul 2_MV;1XC02 - Calcul 2_SP;1XC02 - Calcul 2_OUT;1XC03 - Calcul 3_MV;1XC03 - Calcul 3_SP;1XC03 - Calcul 3_OUT;1XC04 - Calcul 4_MV;1XC04 - Calcul 4_SP;1XC04 - Calcul 4_OUT;1XC05 - Calcul 5_MV;1XC05 - Calcul 5_SP;1XC05 - Calcul 5_OUT;1XC06 - Calcul 6_MV;1XC06 - Calcul 6_SP;1XC06 - Calcul 6_OUT;COMMENT;
30/01/2023 19:15:09;27,224846;104,991341;6,955554;-0,249771;-109,183167;400;8;0;0,499975;400;400;40;27,224846;30;32,898464;104,991341;30;-100;6,955554;7;0;0;0;0;8;0;0;0,499975;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:15:39;27,377583;105,857658;6,921868;-0,249771;-109,183167;400;8;0;0,499998;400;400;40;27,377583;30;31,658302;105,857658;30;-100;6,921868;7;0;0;0;0;8;0;0;0,499998;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:16:09;27,515343;106,730644;6,953683;-0,309891;-109,183167;400;8;0;0,499521;400;400;40;27,515343;30;30,023495;106,730644;30;-100;6,953683;7;0;0;0;0;8;0;0;0,499521;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:16:39;27,674065;107,810219;6,920465;-0,269821;-109,183167;400;8;0;0,499841;400;400;40;27,674065;30;28,867847;107,783562;30;-100;6,9607;7;0;0;0;0;8;0;0;0,499697;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:17:09;27,838779;108,709862;6,934968;-0,209686;-109,183167;400;8;0;0,499892;400;400;40;27,838779;30;27,007565;108,709862;30;-100;6,934968;7;0;0;0;0;8;0;0;0,499892;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:17:39;27,937611;109,769432;6,9607;-0,249771;-109,183167;400;8;0;0,500054;400;400;40;27,937611;30;26,049244;109,789421;30;-100;6,970525;7;0;0;0;0;8;0;0;0,500054;0,5;5;-0,169617;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:18:09;28,102322;110,495796;6,951811;-0,209686;-109,183167;400;8;0;0,500138;400;400;40;28,10532;30;24,498951;110,5158;30;-100;6,931693;7;0;0;0;0;8;0;0;0,500219;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:18:39;28,237087;110,868996;6,965379;-0,209686;-109,183167;400;8;0;0,500072;400;400;40;28,237087;30;23,287006;110,868996;30;-100;6,965379;7;0;0;0;0;8;0;0;0,500072;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:19:09;28,374847;111,075569;6,983624;-0,249771;-109,183167;400;8;0;0,5;400;400;40;28,374847;30;22,074955;111,075569;30;-100;6,983624;7;0;0;0;0;8;0;0;0,5;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:19:39;28,533566;111,408775;6,933565;-0,249771;-109,183167;400;8;0;0,499616;400;400;40;28,533566;30;20,834793;111,408775;30;-100;6,933565;7;0;0;0;0;8;0;0;0,499616;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:20:09;28,626408;111,408775;6,9607;-0,309891;-109,183167;400;8;0;0,499978;400;400;40;28,626408;30;19,510008;111,408775;30;-100;6,9607;7;0;0;0;0;8;0;0;0,499978;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:20:39;28,791126;111,961876;6,961636;-0,249771;-109,183167;400;8;0;0,499891;400;400;40;28,794113;30;18,326176;111,608696;30;-100;6,970525;7;0;0;0;0;8;0;0;0,499767;0,5;5;-0,149597;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:21:09;28,934872;111,801964;6,969122;-0,249771;-109,183167;400;8;0;0,500039;400;400;40;28,934872;30;17,057795;111,801964;30;-100;6,969122;7;0;0;0;0;8;0;0;0,500039;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:21:39;29,024715;112,16848;6,969122;-0,209686;-109,183167;400;8;0;0,500031;400;400;40;29,024715;30;15,902148;112,16848;30;-100;6,969122;7;0;0;0;0;8;0;0;0,500031;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:22:09;29,159481;112,175133;6,963039;-0,249771;-109,183167;400;8;0;0,500095;400;400;40;29,159481;30;14,802904;112,16848;30;-100;6,968185;7;0;0;0;0;8;0;0;0,499813;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:22:39;29,255318;112,01519;6,956021;-0,169617;-109,183167;400;8;0;0,500018;400;400;40;29,255318;30;13,61911;112,01519;30;-100;6,956021;7;0;0;0;0;8;0;0;0,500018;0,5;5;-0,169617;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:23:09;29,396072;112,01519;6,970057;-0,209686;-109,183167;400;8;0;0,499992;400;400;40;29,393078;30;12,745337;112,20179;30;-100;6,955554;7;0;0;0;0;8;0;0;0,500032;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:23:39;29,455967;112,028526;6,967718;-0,209686;-109,183167;400;8;0;0,499531;400;400;40;29,449974;30;11,786978;112,601631;30;-100;6,966783;7;0;0;0;0;8;0;0;0,499777;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:24:09;29,551796;112,035194;6,975204;-0,209686;-109,183167;400;8;0;0,500082;400;400;40;29,557789;30;10,828654;112,634956;30;-100;6,955554;7;0;0;0;0;8;0;0;0,500184;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:24:39;29,689564;112,035194;6,953215;-0,169617;-109,183167;400;8;0;0,500132;400;400;40;29,689564;30;9,644823;112,095161;30;-100;6,954618;7;0;0;0;0;8;0;0;0,499874;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:25:09;29,752453;112,121819;6,97801;-0,209686;-109,183167;400;8;0;0,49988;400;400;40;29,752453;30;8,996523;112,121819;30;-100;6,97801;7;0;0;0;0;8;0;0;0,49988;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:25:39;29,818336;111,888588;6,947132;-0,269821;-109,183167;400;8;0;0,500086;400;400;40;29,854275;30;8,376441;112,068504;30;-100;6,954618;7;0;0;0;0;8;0;0;0,500031;0,5;5;-0,169617;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:26:09;29,917164;112,068504;6,928886;-0,169617;-109,183167;400;8;0;0,500095;400;400;40;29,917164;30;0;112,068504;30;-100;6,928886;7;0;0;0;0;8;0;0;0,500095;0,5;5;-0,169617;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:26:39;29,983047;111,855263;6,953683;-0,209686;-109,183167;400;8;0;0,500051;400;400;40;29,983047;30;0;111,542046;30;-100;6,97146;7;0;0;0;0;8;0;0;0,499853;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:27:09;30,07589;111,941902;6,956957;-0,249771;-109,183167;400;8;0;0,500224;400;400;40;30,04594;30;0;111,542046;30;-100;6,954618;7;0;0;0;0;8;0;0;0,500224;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:27:39;30,144768;110,829018;6,939648;-0,169617;-109,183167;400;8;0;0,499966;400;400;40;30,144768;30;5,610634;110,829018;30;-100;6,939648;7;0;0;0;0;8;0;0;0,499966;0,5;5;-0,169617;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:28:09;30,147766;111,368797;6,953683;-0,249771;-109,183167;400;8;0;0,500056;400;400;40;30,147766;30;5,209674;111,368797;30;-100;6,953683;7;0;0;0;0;8;0;0;0,500056;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:28:39;30,210655;111,355476;6,949472;-0,249771;-109,183167;400;8;0;0,500011;400;400;40;30,201672;30;4,88602;111,941902;30;-100;6,958361;7;0;0;0;0;8;0;0;0,500011;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:29:09;30,24659;111,368797;6,974267;-0,249771;-109,183167;400;8;0;0,500128;400;400;40;30,249588;30;4,239389;111,05558;30;-100;6,979881;7;0;0;0;0;8;0;0;0,499867;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:29:39;30,273548;111,355476;6,955554;-0,269821;-109,183167;400;8;0;0,499959;400;400;40;30,279533;30;3,867044;111,388786;30;-100;6,967718;7;0;0;0;0;8;0;0;0,499931;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:30:09;30,279533;111,215508;6,978947;-0,249771;-109,183167;400;8;0;0,500183;400;400;40;30,312477;30;3,802915;111,175529;30;-100;6,965846;7;0;0;0;0;8;0;0;0,500183;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:30:39;30,309479;111,582039;6,965846;-0,269821;-109,183167;400;8;0;0,500108;400;400;40;30,309479;30;3,449198;111,575371;30;-100;6,955554;7;0;0;0;0;8;0;0;0,499799;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:31:09;30,348412;111,582039;6,964442;-0,249771;-109,183167;400;8;0;0,499897;400;400;40;30,339432;30;2,947984;111,382118;30;-100;6,98035;7;0;0;0;0;8;0;0;0,500038;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:31:39;30,378361;111,382118;6,965379;-0,249771;-109,183167;400;8;0;0,500069;400;400;40;30,372368;30;2,551483;111,548714;30;-100;6,956021;7;0;0;0;0;8;0;0;0,500321;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:32:09;30,372368;110,83567;6,981285;-0,209686;-109,183167;400;8;0;0,499959;400;400;40;30,378361;30;2,548455;110,695732;30;-100;6,98035;7;0;0;0;0;8;0;0;0,499812;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:32:39;30,405315;111,368797;6,978947;-0,209686;-109,183167;400;8;0;0,500134;400;400;40;30,378361;30;2,40279;110,868996;30;-100;6,962104;7;0;0;0;0;8;0;0;0,500258;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:33:09;30,405315;110,642418;6,9476;-0,269821;-109,183167;400;8;0;0,499991;400;400;40;30,402321;30;1,998339;111,248848;30;-100;6,977543;7;0;0;0;0;8;0;0;0,499981;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:33:39;30,411301;110,655739;6,99111;-0,209686;-109,183167;400;8;0;0,500123;400;400;40;30,402321;30;1,959302;110,762367;30;-100;6,976607;7;0;0;0;0;8;0;0;0,499847;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:34:09;30,405315;111,235512;6,954618;-0,209686;-109,183167;400;8;0;0,500006;400;400;40;30,411301;30;1,806662;110,675743;30;-100;6,97801;7;0;0;0;0;8;0;0;0,499962;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:34:39;30,405315;110,662407;6,990174;-0,309891;-109,183167;400;8;0;0,499619;400;400;40;30,372368;30;1,796279;111,228844;30;-100;6,963975;7;0;0;0;0;8;0;0;0,500351;0,5;5;-0,329926;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:35:09;30,378361;110,655739;6,990174;-0,269821;-109,183167;400;8;0;0,499929;400;400;40;30,372368;30;1,990573;110,655739;30;-100;6,939648;7;0;0;0;0;8;0;0;0,499731;0,5;5;-0,329926;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:35:39;30,372368;110,482475;6,962104;-0,269821;-109,183167;400;8;0;0,500079;400;400;40;30,372368;30;1,903427;110,482475;30;-100;6,962104;7;0;0;0;0;8;0;0;0,500079;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:36:09;30,372368;110,642418;6,971929;-0,329926;-109,183167;400;8;0;0,499702;400;400;40;30,378361;30;1,759407;111,022255;30;-100;6,965379;7;0;0;0;0;8;0;0;0,499969;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:36:39;30,339432;110,622429;6,975204;-0,269821;-109,183167;400;8;0;0,500041;400;400;40;30,342422;30;2,043348;110,829018;30;-100;6,974267;7;0;0;0;0;8;0;0;0,500041;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:37:09;30,339432;110,622429;6,955554;-0,309891;-109,183167;400;8;0;0,500012;400;400;40;30,339432;30;1,962777;110,63575;30;-100;6,926548;7;0;0;0;0;8;0;0;0,500127;0,5;5;-0,329926;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:37:39;30,309479;110,609108;6,987368;-0,209686;-109,183167;400;8;0;0,500233;400;400;40;30,309479;30;2,087047;111,542046;30;-100;6,984092;7;0;0;0;0;8;0;0;0,500236;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:38:09;30,270546;110,609108;6,963039;-0,269821;-109,183167;400;8;0;0,500078;400;400;40;30,285522;30;2,382768;110,609108;30;-100;6,985028;7;0;0;0;0;8;0;0;0,500078;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:38:39;30,273548;110,63575;6,9738;-0,269821;-109,183167;400;8;0;0,499953;400;400;40;30,273548;30;2,374032;110,469154;30;-100;6,939648;7;0;0;0;0;8;0;0;0,499891;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:39:09;30,24659;110,295891;6,952279;-0,249771;-109,183167;400;8;0;0,500093;400;400;40;30,240601;30;2,565508;110,275902;30;-100;6,948536;7;0;0;0;0;8;0;0;0,500093;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:39:39;30,24659;110,622429;6,962104;-0,249771;-109,183167;400;8;0;0,499998;400;400;40;30,24659;30;2,508427;111,208855;30;-100;6,962104;7;0;0;0;0;8;0;0;0,500097;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:40:09;30,210655;110,449165;6,92374;-0,269821;-109,183167;400;8;0;0,499977;400;400;40;30,210655;30;2,882794;110,449165;30;-100;6,92374;7;0;0;0;0;8;0;0;0,499977;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:40:39;30,177711;110,622429;6,961636;-0,269821;-109,183167;400;8;0;0,499806;400;400;40;30,177711;30;3,123757;110,622429;30;-100;6,961636;7;0;0;0;0;8;0;0;0,499806;0,5;5;-0,269821;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:41:09;30,144768;111,495415;6,975204;-0,249771;-109,183167;400;8;0;0,500055;400;400;40;30,147766;30;3,400023;110,982277;30;-100;6,979881;7;0;0;0;0;8;0;0;0,500055;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:41:39;30,144768;111,315483;6,970525;-0,249771;-109,183167;400;8;0;0,500203;400;400;40;30,153751;30;3,280901;111,315483;30;-100;6,9607;7;0;0;0;0;8;0;0;0,500185;0,5;5;-0,309891;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:42:09;30,114822;110,809013;6,987835;-0,269821;-109,183167;400;8;0;0,500144;400;400;40;30,114822;30;3,619137;110,775703;30;-100;6,99111;7;0;0;0;0;8;0;0;0,500211;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:42:39;30,081879;110,622429;6,959297;-0,269821;-109,183167;400;8;0;0,499823;400;400;40;30,081879;30;0;110,435829;30;-100;6,961636;7;0;0;0;0;8;0;0;0,499693;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:43:09;30,051929;110,082649;6,971929;-0,249771;-109,183167;400;8;0;0,500001;400;400;40;30,051929;30;0;110,082649;30;-100;6,971929;7;0;0;0;0;8;0;0;0,500001;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:43:39;30,018986;110,602425;6,977543;-0,329926;-109,183167;400;8;0;0,499836;400;400;40;30,018986;30;0;110,602425;30;-100;6,977543;7;0;0;0;0;8;0;0;0,499836;0,5;5;-0,329926;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:44:09;29,974068;110,069313;6,985964;-0,209686;-109,183167;400;8;0;0,499939;400;400;40;29,974068;30;0;110,069313;30;-100;6,985964;7;0;0;0;0;8;0;0;0,499939;0,5;5;-0,209686;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:44:39;29,980057;109,862724;6,948536;-0,329926;-109,183167;400;8;0;0,499981;400;400;40;29,980057;30;0;110,462486;30;-100;6,945729;7;0;0;0;0;8;0;0;0,499805;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:45:09;29,956097;109,862724;6,9738;-0,249771;-109,183167;400;8;0;0,500047;400;400;40;29,956097;30;0;109,862724;30;-100;6,9738;7;0;0;0;0;8;0;0;0,500047;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30/01/2023 19:45:39;29,893208;109,522865;6,98035;-0,249771;-109,183167;400;8;0;0,500027;400;400;40;29,893208;30;5,777696;109,522865;30;-100;6,98035;7;0;0;0;0;8;0;0;0,500027;0,5;5;-0,249771;10;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
